book_delta│book_imbalance│mid_price│timestamp
-1000.0│-0.4140139282719156│88196500.0│2024-05-01 00:06:02.962242
0.0│-0.4186577792203745│88196500.0│2024-05-01 00:06:03.962242
0.0│-0.4186577792203745│88196500.0│2024-05-01 00:06:04.962243
0.0│-0.3440553486919356│88196500.0│2024-05-01 00:06:05.962244
0.0│-0.35765443588315826│88196500.0│2024-05-01 00:06:06.962244
0.0│-0.35765443588315826│88196500.0│2024-05-01 00:06:07.962244
0.0│-0.3576222742513821│88196500.0│2024-05-01 00:06:08.962244
0.0│-0.3961376587365126│88196500.0│2024-05-01 00:06:09.962244
0.0│-0.40142517587302623│88196500.0│2024-05-01 00:06:10.962245
0.0│-0.40666991319633844│88196500.0│2024-05-01 00:06:11.962245
0.0│-0.31203076939189756│88196500.0│2024-05-01 00:06:12.962247
0.0│-0.44410900591203795│88196500.0│2024-05-01 00:06:13.962248
0.0│-0.4806803043395966│88196500.0│2024-05-01 00:06:14.962249
0.0│-0.4205787199422389│88196500.0│2024-05-01 00:06:15.962249
0.0│-0.42737072008311805│88196500.0│2024-05-01 00:06:16.962249
1000.0│-0.4672163027366579│88197500.0│2024-05-01 00:06:17.962249
-3000.0│-0.46879151193092433│88194500.0│2024-05-01 00:06:18.962250
0.0│-0.37828395691220895│88194500.0│2024-05-01 00:06:19.962250
0.0│-0.3768965845255611│88194500.0│2024-05-01 00:06:20.962251
0.0│-0.32104773506561707│88194500.0│2024-05-01 00:06:21.962253
0.0│-0.32707064293607147│88194500.0│2024-05-01 00:06:22.962253
0.0│-0.37687751615492765│88194500.0│2024-05-01 00:06:23.962253
